店铺名称,手机品牌,商品编号,商品名称,CPU型号,后摄主摄像素,前摄主摄像素,系统,商品评价量,手机价格
小米手机官方旗舰店,小米（MI）,10039000000000,小米（MI）Redmi Note 11 Pro+,天玑920,,,Android,1万+,2069
OPPO官方直营旗舰店,OPPO,10040800000000,OPPO Reno7,,,,Android,1万+,3029
VERTU官方旗舰店,VERTU,10037500000000,VERTUiVERTU 5G轻奢,骁龙888,6400万像素,1600万像素,其他OS,200+,19800
微炫数码旗舰店,荣耀（HONOR）,10032600000000,荣耀50 SE 1亿像素清影像 5G手机 流光幻镜 8GB+128GB,天玑900,其他,其他,Android,5000+,1589
中国电信自营旗舰店,荣耀（HONOR）,100020000000,荣耀畅玩 20,Unisoc T610,1300万像素,500万像素,Android,2000+,899
华为京东自营官方旗舰店,Hi nova,100037000000,Hi novaHi nova 9 SE,骁龙695,10800万像素,1600万像素,Android,2000+,2499
长沙联通官方自营旗舰店,华为（HUAWEI）,100030000000,华为荣耀畅玩20,Unisoc T610,,,Android,5000+,1099
OPPO酷炫手机专卖店,OPPO,10042500000000,OPPOK9x,天玑810,6400万像素,1600万像素,Android,2000+,1519
京东之家官方旗舰店,vivo,10046600000000,vivoT1x,天玑900,6400万像素,800万像素,Android,100+,1399
优锋派二手商品专营店,OPPO,10040900000000,OPPOOPPO R11,骁龙660,,,Android,1000+,408
江苏移动京东自营店,荣耀（HONOR）,100033000000,荣耀畅玩 20,,1300万像素,500万像素,Android,200+,939
Hi nova京东自营旗舰店,Hi nova,100021000000,Hi novaHi nova 9 SE,,1亿像素,1600万像素,Android,500+,2499
三星京东自营官方旗舰店,三星（SAMSUNG）,100035000000,三星Galaxy A53 5G,,6400万像素,3200万像素,Android,1000+,3699
olj欧霖爵手机旗舰店,荣耀（HONOR）,10034800000000,荣耀畅玩20 5000mAh大电池续航   学生千元手机 极光蓝 6GB+128GB 送一年碎屏险+2年保修,Unisoc T610,1300万像素,500万像素,Android,5000+,999
OKSJ手机旗舰店,Hi nova,10041500000000,Hi novaHi nova9,其他,,,Android,2000+,2799
疆界互联旗舰店,华为（HUAWEI）,10023400000000,华为（HUAWEI）华为mate40 pro 5G,其他,5000万像素,1300万像素,Android,2万+,7489
iQOO官方旗舰店,vivo,10042400000000,vivovivo iQOO Neo5SE,骁龙870,,,Android,2000+,2299
OPPO官方直营旗舰店,OPPO,10036900000000,OPPOK9 Pro,,,,Android,1万+,1899
华信通手机专营店,华为（HUAWEI）,10048200000000,华为（HUAWEI）畅享 20e,,,,HarmonyOS 2,500+,1099
诺基亚手机京东自营旗舰店,诺基亚（NOKIA）,100023000000,诺基亚105 4G,,无后置摄像头,无前置摄像头,功能机,20万+,199
vivo官方旗舰店,vivo,10038500000000,vivovivo T1,骁龙778G,,,Android,2000+,1899
OPPO京东自营官方旗舰店,OPPO,100022000000,OPPOReno6 Pro+ 5G,骁龙870,5000万像素,3200万像素,Android,10万+,3399
OPPO京东自营官方旗舰店,OPPO,100020000000,OPPOA35,MT6765,1300万像素,800万像素,Android,1万+,999
vivo京东自营官方旗舰店,vivo,100033000000,vivoX70t,三星Exynos 1080,4000万像素,3200万像素,Android,2万+,3299
纽曼京东自营官方旗舰店,纽曼（Newman）,100002000000,纽曼R15,其他,其他,无前置摄像头,功能机,5万+,129
三星京东自营官方旗舰店,三星（SAMSUNG）,100008000000,三星Galaxy Note20 Ultra 5G,骁龙865 plus,1亿像素,1000万像素,Android,5万+,6299
中国联通京东自营官方旗舰店,Apple,100027000000,AppleiPhone 13,其他,1200万像素,,iOS,2万+,5299
疆界互联旗舰店,荣耀（HONOR）,10044000000000,荣耀（HONOR）荣耀Magic4,骁龙8 Gen 1,,,Android,500+,6999
,飞利浦（PHILIPS）,8717360,飞利浦E258S,其他,其他,无前置摄像头,功能机,50万+,169
疆界互联旗舰店,真我（realme）,10038500000000,真我（realme）真我GT neo2T ,天玑1200,,其他,Android,2000+,1589
小米手机官方旗舰店,小米（MI）,10045300000000,小米（MI）22021211RC,,,,Android,5000+,1969
京东之家官方旗舰店,vivo,10046600000000,vivoT1x,天玑900,6400万像素,800万像素,Android,100+,1399
酷族数码旗舰店,小米（MI）,10031400000000,小米 红米9A Redmi9A 智能学生老人手机 4G+64G 晴空蓝 【官方标配】,其他,1300万像素,500万像素,Android,2万+,585
冰之凯盛手机旗舰店,华为（HUAWEI）,10041500000000,【华为智选】N-Zone S7pro\/S7pro+可选 全网通5G手机 【S7pro】优雅黑 8G+128GB(碎屏宝90天+两年保修),,,,Android,5000+,1299
疆界互联旗舰店,小米（MI）,10024900000000,小米（MI）小米11,骁龙888,1亿像素,2000万像素,Android,2万+,2988
疆界互联旗舰店,荣耀（HONOR）,10029200000000,荣耀（HONOR）荣耀50pro（5G）,骁龙778G,1亿像素,3200万像素,Android,2000+,3899.01
VERTU官方旗舰店,VERTU,10038600000000,VERTUiVERTU,骁龙888,6400万像素,1600万像素,其他OS,32,19800
小米手机官方旗舰店,小米（MI）,10039000000000,小米（MI）Redmi Note 11 Pro,天玑920,,,Android,1万+,2099
联想京东自营官方旗舰店,联想（Lenovo）,10045000000000,联想（Lenovo）拯救者Y90,骁龙8,6400万像素,1600万像素,Android,500+,3699
百事乐手机官方旗舰店,百事乐（LEBEST）,10049300000000,全新上市新款百事乐手机X13promax便宜长续航学生拍照电竞智能机大屏可用5g卡搭载华.为服务 冰晶绿 4+32GB,,,,Android,2000+,499
小米京东自营旗舰店,小米（MI）,100022000000,小米Redmi Note10 ,天玑700,4800万像素,800万像素,Android,20万+,1199
形派手机旗舰店,百事乐（LEBEST）,10043700000000,新款P13 Pro超薄游戏智能手机256G可用5G移动联通电信卡老人学生智能手机长续航百元机百事乐 远峰蓝 全网通【8GB+128GB】,,,,其他,2000+,669
,天语（K-TOUCH）,100038000000,天语X13Pro Max,,1300万像素,500万像素,Android,500+,685
Unihertz手机旗舰店,Unihertz,10025200000000,Unihertz Jelly 2 超小智能双卡双待3.0英寸迷你小手机 移动联通电信4G全网通 墨绿 6GB+128GB,其他,1600万像素,800万像素,Android,2000+,1468
realme真我官方旗舰店,真我（realme）,10026600000000,realme 真我GT 高通骁龙888 120Hz电竞屏 65W智慧闪充 双5G旗舰游戏手机 8GB+128GB 银河战舰 官方标配,骁龙888,6400万像素,1600万像素,Android,1万+,1999
一加官方旗舰店,一加,10048900000000,一加 Ace ,,,,Android,500+,2999
茄子手机旗舰店,Apple,10037100000000,AppleiPhone 13,,,,iOS,5万+,7499
淘金手机旗舰店,小米（MI）,71879275107,小米红米9A Redmi智能老人手机(红米10A店内可选） 砂石黑 官方标配 (4GB+64GB),,,,,5万+,599
vivo官方旗舰店,vivo,10038500000000,vivovivo T1,骁龙778G,,,Android,2000+,1899
华为京东自营官方旗舰店,U-Magic,100025000000,优畅享20 Plus 5G,其他,4800万像素,1600万像素,Android,5万+,1699
华信通手机专营店,华为（HUAWEI）,10038400000000,华为智选 优畅享20 5G手机 亮黑色 全网通（6+128G）碎屏险套装,其他,1300万像素,800万像素,Android,1万+,1189
飞利浦手机京东自营旗舰店,飞利浦（PHILIPS）,100029000000,飞利浦PH2,,1300万像素,500万像素,Android,2000+,779
疆界互联旗舰店,小米（MI）,10038300000000,小米（MI）小米,,,,Android,5000+,1599
形派手机旗舰店,酷维（KUWEI）,10045300000000,新款酷维A13 全网通4G老人智能手机可用5G卡超薄便宜老年百元备用手机双卡双待 尊贵蓝【32GB】,,,,Android,5000+,399
头号卖家旗舰店,vivo,10047400000000,vivoiQOO U5x,,,,Android,86,899
鹏瑶旗舰店,华为（HUAWEI）,10021200000000,华为智选 优 畅享20 5G手机 绮境森林 全网通5G (6GB+128GB)碎屏险套餐,,,,Android,1万+,1149
华为京东自营官方旗舰店,Hi nova,100030000000,Hi novaHi nova 9,骁龙778G,5000万像素,3200万像素,Android,2万+,3099
京东移动生态自营专区,Apple,100032000000,AppleiPhone 13,,,,iOS,2万+,5998
,Apple,100020000000,AppleiPhone 13 Pro,,1200万像素,1200万像素,iOS,2万+,7699
飞利浦手机京东自营旗舰店,飞利浦（PHILIPS）,100020000000,飞利浦E506,紫光展锐,无后置摄像头,无前置摄像头,功能机,5万+,219
,天语（K-TOUCH）,100038000000,天语X13Pro Max,,1300万像素,500万像素,Android,500+,685
芒果二手手机专营店,维沃（vivo）,10032400000000,维沃（vivo）y93s,,,,,2000+,495
头号卖家旗舰店,vivo,10038600000000,vivoiQOO Z5x,,,,Android,1000+,1399
诺基亚手机京东自营旗舰店,诺基亚（NOKIA）,100008000000,诺基亚105,其他,无后置摄像头,无前置摄像头,功能机,50万+,139
华信通手机专营店,荣耀（HONOR）,10035100000000,荣耀Magic3 / Magic3Pro  5G手机 【Magic3】釉白色 全网通（8G+256G）碎屏险套餐,,,,Android,1000+,3589
柏新优品二手手机专营店,华为（HUAWEI）,10030100000000,华为 HUAWEI 畅享10e 二手手机 智能手机 6.3英寸全面屏 5000mAh大电量长待机 幻夜黑 4G全网通(4G+64G),,,,,1000+,558
三星京东自营官方旗舰店,三星（SAMSUNG）,100013000000,三星Galaxy Z Flip3 5G,骁龙888,1200万像素,1000万像素,Android,2万+,7599
疆界互联旗舰店,小米（MI）,10038400000000,小米（MI）红米Note11,天玑810,5000万像素,1600万像素,Android,5000+,1199
疆界互联旗舰店,小米（MI）,10027200000000,【现货速发】小米10S 5G新品手机 全网通 8G+128G 白色 官方标配【原装33W充电套装+晒单20红包】,骁龙870,1亿像素,2000万像素,Android,1万+,2688
小米手机官方旗舰店,小米（MI）,10039000000000,小米（MI）Redmi Note 11 5G,,,,Android,1万+,1299
漫博游旗舰店,华为（HUAWEI）,10040500000000,华为智选 NZone S7 Pro-S7 Pro+ 5G手机 【S7Pro】优雅黑 全网通 8+128GB 官方标配 送碎屏险（90天）,,,,其他,2000+,1299
头号卖家旗舰店,vivo,10042200000000,vivoY55s,,,,Android,1000+,1269
iQOO官方旗舰店,vivo,10035900000000,vivoiQOO Z5,,,,Android,1万+,1699
摩托罗拉手机京东自营官方旗舰店,摩托罗拉（Motorola）,100030000000,摩托罗拉摩托罗拉 moto g51,,5000万像素,1300万像素,Android,500+,1499
诺基亚手机京东自营旗舰店,诺基亚（NOKIA）,100015000000,诺基亚125,其他,无后置摄像头,无前置摄像头,功能机,10万+,179
OPPO官方直营旗舰店,OPPO,10048600000000,OPPOK10,,,,Android,500+,2199
席泰数码专营店,荣耀（HONOR）,10043600000000,荣耀畅玩20 5000mAh大电池 6.5英寸大屏  莱茵护眼 双卡双待 全网通4G学生老人手机 钛空银 4GB+64GB,紫光展锐,1300万像素,500万像素,Android,5000+,758
京东之家官方旗舰店,OPPO,10045500000000,OPPOA36,,1300万像素,800万像素,Android,200+,999
realme真我官方旗舰店,真我（realme）,10033600000000,真我（realme）realme 真我GT 大师探索版,骁龙870,5000万像素,3200万像素,Android,1万+,2899
OPPO优品专卖店,OPPO,10024700000000,OPPOoppoa32,其他,1300万像素,800万像素,Android,2万+,899
耐谷手机旗舰店,小米（MI）,10047700000000,小米（MI）Redmi 10A,,,,Android,2000+,649
京铠玄手机旗舰店,华为（HUAWEI）,10034900000000,华为（HUAWEI）NZone s7pro 5G,天玑720,6400万像素,1600万像素,Android,2万+,1799
海信手机京东自营旗舰店,海信（Hisense）,100017000000,海信A7,其他,1600万像素,500万像素,Android,2万+,2399
京东之家官方旗舰店,小米（MI）,10047700000000,小米（MI）Redmi 10A,,,,Android,500+,699
华信通手机专营店,华为（HUAWEI）,10037600000000,华为智选 优畅享20plus 5G手机 翡冷翠 6+128G碎屏险套装(含原厂壳膜),,4800万像素,1600万像素,Android,2000+,1489
纽曼手机旗舰店,纽曼（Newman）,10039100000000,纽曼（Newman）T12,,,,功能机,1万+,85
vivo五通专卖店,vivo,10036700000000,vivovivo Y71t,天玑810,6400万像素,1600万像素,其他OS,500+,1399
realme真我京东自营旗舰店,真我（realme）,100021000000,真我Q5i,天玑810,1300万像素,800万像素,Android,500+,1299
炜东电商旗舰店,华为（HUAWEI）,10023100000000,华为（HUAWEI）Mate 40 Pro,其他,其他,其他,Android,5万+,7349
OPPO手机乐良专卖店,OPPO,10028000000000,OPPOA93,其他,4800万像素,800万像素,Android,500+,1599
京东电竞手机官方旗舰店,荣耀（HONOR）,10048500000000,荣耀60 SE 新款5G手机 120Hz曲面屏 66W超级快充 全网通版 流光幻镜 8GB+256GB,天玑900,6400万像素,1600万像素,Android,500+,2299
天翼电信京东自营旗舰店,荣耀（HONOR）,100030000000,荣耀荣耀60,,,,Android,1000+,2649
欧霖爵官方旗舰店,荣耀（HONOR）,10044800000000,荣耀60 SE 新品5G男女士款手机 120Hz曲面屏 66W快速充电 6400万Vlog相机 流光幻镜 8GB+256GB,天玑900,,,其他OS,500+,2699
天语手机京东自营官方旗舰店,天语（K-TOUCH）,6380419,天语Q31,其他,其他,无前置摄像头,功能机,20万+,126
天语手机京东自营官方旗舰店,天语（K-TOUCH）,100018000000,天语N1 4G,其他,其他,其他,功能机,20万+,198
realme真我京东自营旗舰店,真我（realme）,100021000000,真我Q5,骁龙695,5000万像素,1600万像素,Android,2000+,1399
京东之家官方旗舰店,华为（HUAWEI）,10028900000000,华为（HUAWEI）Mate 40 Pro,其他,5000万像素,1300万像素,Android,5000+,6099
守护宝手机京东自营旗舰店,守护宝,100018000000,守护宝K289 健康码版,其他,其他,其他,功能机,1万+,349
炜东电商旗舰店,荣耀（HONOR）,10044500000000,荣耀（HONOR）荣耀magic4,,,,Android,500+,4499
OPPO手机乐良专卖店,OPPO,10043000000000,OPPOA36,其他,1300万像素,800万像素,Android,100+,999
头号卖家旗舰店,OPPO,10042500000000,【1249起】OPPO K9x 新品5G手机全网通游戏拍照 k7x k9s升级版oppok9x 银紫超梦 8GB+128GB【咨询有礼】 5G全网通 官方标配【2年质保+晒单返20】,,,,Android,1000+,1399
头号卖家旗舰店,vivo,10042500000000,vivoS12 Pro,,,,Android,500+,2369
纽曼京东自营官方旗舰店,纽曼（Newman）,100014000000,纽曼N220,,,,功能机,1万+,129
微焱数码旗舰店,荣耀（HONOR）,10031900000000,荣耀（HONOR）荣耀60,,,,Android,5000+,2499
OPPO官方直营旗舰店,OPPO,10044500000000,OPPOOPPO Find X5,,,,Android,1000+,3999
形派手机旗舰店,朵唯（DOOV）,10025100000000,朵唯（DOOV）V9,其他,其他,无前置摄像头,功能机,2000+,88
海信手机京东自营旗舰店,海信（Hisense）,100038000000,海信A9,,,,Android,0,1999
OPPO酷炫手机专卖店,OPPO,10049600000000,OPPOK10,,6400万像素,1600万像素,Android,86,2599
头号卖家旗舰店,vivo,10042500000000,vivoY32,,,,Android,2000+,899
炜东电商旗舰店,华为（HUAWEI）,10041100000000,华为（HUAWEI）nova 8 SE,,,,HarmonyOS 2,2000+,1649
鼎桥（TD Tech）京东自营旗舰店,鼎桥（TD Tech）,100039000000,鼎桥M40,,6400万像素,,其他,11,4499
疆界互联旗舰店,华为（HUAWEI）,10046700000000,华为（HUAWEI）P50E,骁龙778G,,,HarmonyOS 2,200+,4458
iQOO智美专卖店,vivo,10034700000000,vivoiQOO 8 Pro,骁龙888,4800万像素,1600万像素,Android,5000+,2999
头号卖家旗舰店,vivo,10038900000000,vivoT1,,,,Android,500+,1699
黑鲨京东自营官方旗舰店,黑鲨,100027000000,黑鲨新品,骁龙870,4800万像素,2000万像素,Android,2万+,3199
一佳手机专营店,荣耀（HONOR）,10039600000000,荣耀（HONOR）荣耀X30 Max 5G,天玑900,6400万像素,800万像素,Android,200+,2399
一佳手机专营店,华为（HUAWEI）,10039000000000,华为（HUAWEI）畅享 20e,麒麟710A,1300万像素,800万像素,HarmonyOS 2,2000+,1069
京东之家官方旗舰店,真我（realme）,10030100000000,真我（realme）Q3s,骁龙778G,,,Android,1万+,1299
京东之家官方旗舰店,小米（MI）,10047700000000,小米（MI）Redmi 10A,,,,Android,500+,699
vivo京东自营官方旗舰店,vivo,100034000000,vivoY33s,天玑700,1300万像素,800万像素,Android,1000+,1499
新迪恒数码专营店,飞利浦（PHILIPS）,23928557015,飞利浦（PHILIPS ）Xenium E535,其他,其他,无前置摄像头,功能机,2万+,398
小米手机官方旗舰店,小米（MI）,10033000000000,小米11 5G手机 骁龙888 2K AMOLED四曲面柔性屏1亿像素 黑色【55W充电器套装】 12GB+256GB,骁龙888,1亿像素,2000万像素,Android,1000+,3469
疆界互联旗舰店,荣耀（HONOR）,10031300000000,荣耀（HONOR）荣耀50SE,天玑900,1亿像素,1600万像素,Android,5000+,1588
鹏宇佳业手机专营店,纽曼（Newman）,10043200000000,纽曼（Newman）K30（T30）,,,,其他,200+,65
vivo官方旗舰店,vivo,10042700000000,vivovivo Y32,,,,Android,2000+,1099
vivo官方旗舰店,vivo,10042200000000,vivoY55s,,,,Android,500+,1299
守护宝手机京东自营旗舰店,守护宝,100007000000,守护宝F20,其他,800万像素,500万像素,Android,2万+,449
天语手机京东自营官方旗舰店,天语（K-TOUCH）,100018000000,天语V9S,其他,其他,其他,功能机,5万+,299
久汇通手机旗舰店,华为（HUAWEI）,10042500000000,华为（HUAWEI）nova9 5G,骁龙778G,5000万像素,3200万像素,Android,2万+,2789
居然智慧家旗舰店,小米（MI）,10047800000000,小米（MI）小米Redmi 10A（220233L2C）,Helio G25,1300万像素,500万像素,Android,500+,699
vivo五通专卖店,vivo,10042200000000,vivoS12,天玑1100,10800万像素,4400万像素,其他OS,1000+,2599
京东电竞手机官方旗舰店,华为（HUAWEI）,10046100000000,华为nova8se 麒麟710A芯片 搭载HarmonyOS系统 华为手机 幻夜黑 【8GB+128GB】65W充电套装,麒麟710A,6400万像素,1600万像素,HarmonyOS 2,500+,1639
联想京东自营官方旗舰店,联想（Lenovo）,10050100000000,联想（Lenovo）拯救者电竞手机,骁龙8,6400万像素,1600万像素,Android,23,3699
纽曼京东自营官方旗舰店,纽曼（Newman）,100016000000,纽曼L8,其他,无后置摄像头,无前置摄像头,功能机,2万+,168
疆界互联旗舰店,小米（MI）,10046800000000,小米（MI）红米K50 Pro,其他,1亿像素,,Android,1000+,4999
佳沪电商旗舰店,Apple,10036100000000,Apple苹果13,,,,iOS,2万+,5539
vivo官方旗舰店,vivo,10042700000000,vivovivo Y32,,,,Android,2000+,1099
纽曼京东自营官方旗舰店,纽曼（Newman）,100005000000,纽曼N99,,无后置摄像头,无前置摄像头,功能机,2万+,99
新迪恒数码专营店,誉品（YEPEN）,1202626888,誉品（YEPEN）K50,紫光展锐,其他,其他,Android,5万+,899
京东之家官方旗舰店,华为（HUAWEI）,10041200000000,华为（HUAWEI）nova 8 SE,,,,其他,1000+,1949
疆界互联旗舰店,荣耀（HONOR）,10040700000000,荣耀（HONOR）荣耀60,,,,其他,5000+,3199.01
爱摄数码专营店,SONY,62792771291,SONYXperia 5 III,骁龙888,1200万像素,,Android,100+,5599
AGM手机旗舰店,AGM,10026400000000,AGMH2,紫光展锐,1300万像素,800万像素,Android,200+,1199
炜东电商旗舰店,荣耀（HONOR）,10042200000000,荣耀（HONOR）荣耀畅玩30plus,,,,其他,2000+,1219
京铠玄手机旗舰店,荣耀（HONOR）,10031100000000,荣耀play5t 手机 22.5W超级快充 5000mAh大电池 6.5英寸 钛空银 8+128GB 全网通,Unisoc T610,,,Android,5000+,979
iQOO智美专卖店,vivo,10037000000000,vivoiQOO Z5,骁龙778G,6400万像素,1600万像素,其他OS,2000+,1599
飞利浦手机京东自营旗舰店,飞利浦（PHILIPS）,100014000000,飞利浦E536,,无后置摄像头,无前置摄像头,功能机,1万+,198
纽曼京东自营官方旗舰店,纽曼（Newman）,100008000000,纽曼F91,其他,无后置摄像头,无前置摄像头,功能机,5万+,135
iQOO智美专卖店,vivo,10034700000000,vivoiQOO 8 Pro,骁龙888,4800万像素,1600万像素,Android,5000+,2999
中国移动官方旗舰店,小米（MI）,100021000000,小米Redmi K50,,,,Android,200+,2399
京东之家官方旗舰店,OPPO,10038300000000,OPPOK9s,骁龙778G,6400万像素,1600万像素,Android,200+,1299
realme真我官方旗舰店,真我（realme）,10048900000000,真我（realme）Q5,,,,Android,100+,1299
鹏瑶旗舰店,华为（HUAWEI）,10044100000000,5G手机 华为智选 麦芒 9 手机 绮境森林 （6GB+128GB） 官方标配,,,,Android,1000+,1098
纽曼京东自营官方旗舰店,纽曼（Newman）,100036000000,纽曼M560（J）,,,,功能机,2000+,168
OKSJ手机旗舰店,华为（HUAWEI）,67126015771,华为（HUAWEI）P40 (5G),麒麟990 5G,5000万像素,3200万像素,Android,1万+,5488
天翼电信京东自营旗舰店,小米（MI）,100021000000,小米Redmi 10A,其他,1300万像素,,Android,5000+,699
天语手机京东自营官方旗舰店,天语（K-TOUCH）,100018000000,天语V3S,其他,其他,其他,功能机,1万+,239
诺基亚手机官方旗舰店,诺基亚（NOKIA）,10032800000000,诺基亚（NOKIA）Nokia 105 4G,其他,无后置摄像头,无前置摄像头,功能机,1万+,229
京东之家官方旗舰店,Apple,10037100000000,AppleiPhone 13,,,,iOS,2万+,5469
东呵东手机专营店,OPPO,10042600000000,OPPOOPPO K9x 5G,天玑810,6400万像素,1600万像素,Android,1000+,1399
形派手机旗舰店,朵唯（DOOV）,10037300000000,朵唯（DOOV）D13 Pro,其他,1600万像素,800万像素,Android,1000+,479
京东之家官方旗舰店,小米（MI）,10031500000000,小米（MI）Note10 Pro,,,,Android,2万+,1499
诺必信手机数码专营店,金立（Gionee）,10046800000000,金立（Gionee）T30,,,,Android,1000+,299
博恒聚优手机专营店,荣耀（HONOR）,10032600000000,荣耀50 Pro 新品5G手机1亿像素 亮黑色 8GB+256GB,,,,Android,1000+,2489
金立手机京东自营旗舰店,金立（Gionee）,100016000000,金立X6-4G版,紫光展锐,无后置摄像头,无前置摄像头,功能机,5000+,217
金诚旗舰店,天语（K-Touch）,69323324707,天语（K-Touch）F12 Pro,其他,,,Android,500+,689
京联通达旗舰店,华为（HUAWEI）,10046500000000,华为nova9se 新品手机 搭载HarmonyOS系统 幻夜黑 8GB+256GB 华为原装66W充电套装+碎屏险,,,,HarmonyOS 2,1000+,2319
京联通达旗舰店,荣耀（HONOR）,10032200000000,荣耀（HONOR）荣耀 Play5T,,,,Android,2000+,999
OPPO酷炫手机专卖店,OPPO,10040800000000,OPPOReno7,骁龙778G,6400万像素,3200万像素,Android,1000+,2269
东呵东手机专营店,OPPO,10027900000000,OPPOA93,其他,4800万像素,800万像素,Android,2000+,1299
vivo五通专卖店,vivo,10042200000000,vivoS12,天玑1100,10800万像素,4400万像素,其他OS,1000+,2599
京东之家官方旗舰店,荣耀（HONOR）,10031100000000,荣耀play5T标准版/play5tpro 手机老人学生机 幻夜黑 8+128G（标准版） 官方标配（享90天碎屏险）,,1300万像素,500万像素,Android,5000+,959
淘金手机旗舰店,小米（MI）,10039000000000,小米（MI）Redmi Note 11,,,,Android,1000+,1199
疆界互联旗舰店,小米（MI）,10045100000000,小米（MI）红米K50,天玑8100,,,Android,1000+,2488
索爱（soaiy）手机京东自营旗舰店,索爱（soaiy）,100009000000,索爱S40A,其他,1600万像素,800万像素,Android,5000+,586
京东之家官方旗舰店,荣耀（HONOR）,10029200000000,荣耀play5  5G新品手机 6400万超清四摄 6.53英寸大屏 魅海蓝 8+128G 官方标配（享90天碎屏险）,天玑800U,6400万像素,1600万像素,Android,2000+,1399
vivo官方旗舰店,vivo,10039100000000,vivoT1x,,,,Android,2000+,1799
疆界互联旗舰店,小米（MI）,10028400000000,小米11青春版 5G手机 骁龙780G 全网通 8G+128G 冰峰黑提 官方标配【33W充电套装+晒单红包】,骁龙780G,其他,其他,Android,5000+,1788
头号卖家旗舰店,小米（MI）,10046000000000,小米（MI）小米 Redmi K50,天玑8100,4800万像素,2000万像素,Android,1000+,2399
淘金手机旗舰店,荣耀（HONOR）,10041100000000,荣耀（HONOR）荣耀60,,,,其他,5000+,3299
东呵东手机专营店,OPPO,10043400000000,OPPOOPPO A36,,1300万像素,800万像素,Android,200+,999
久汇通手机旗舰店,华为（HUAWEI）,10042500000000,华为（HUAWEI）nova 9Pro,骁龙778G,5000万像素,3200万像素,Android,1万+,3489
久汇通手机旗舰店,华为（HUAWEI）,68377418809,华为（HUAWEI）nova 9 SE,骁龙680,10800万像素,1600万像素,HarmonyOS 2.0.1,2万+,2389
好机汇手机专营店,荣耀（HONOR）,10045600000000,荣耀（HONOR）荣耀50SE,天玑900,1亿像素,1600万像素,Android,200+,1588
一加手机京东自营官方旗舰店,一加,100019000000,一加9 Pro,骁龙888,4800万像素,1600万像素,Android,10万+,4199
纽曼京东自营官方旗舰店,纽曼（Newman）,100014000000,纽曼L6,其他,其他,无前置摄像头,功能机,2万+,158
博恒聚优手机专营店,OPPO,10043400000000,【12期免息】OPPO A36手机 oppo新品手机A95A56A93 5G手机店内可选 A36-晴川蓝-6+128GB  官方标配【享蓝牙佴机壕礼】,,,,其他,200+,999
头号卖家旗舰店,小米（MI）,10042900000000,小米（MI）小米 12,骁龙8 Gen 1,,3200万像素,Android,1000+,3999
炜东电商旗舰店,荣耀（HONOR）,10041500000000,荣耀（HONOR）荣耀60,,,,Android,5000+,2698
蜜茶手机旗舰店,Apple,10041100000000,AppleiPhone 13 Pro Max,,,,iOS,1000+,8838
玩家国度ROG京东自营官方旗舰店,ROG,100013000000,ROG游戏手机5s,骁龙888 Plus,6400万像素,2400万像素,Android,1万+,4999
头号卖家旗舰店,荣耀（HONOR）,10031700000000,荣耀（HONOR）荣耀50pro,骁龙778G,1亿像素,3200万像素,Android,2000+,2339
守护宝手机京东自营旗舰店,守护宝,100018000000,守护宝K210 4G版,其他,无后置摄像头,其他,功能机,2万+,159
realme真我官方旗舰店,真我（realme）,10037800000000,真我（realme）realme 真我GT Neo2T,,,,Android,2000+,1599
头号卖家旗舰店,vivo,10047400000000,vivoiQOO U5x,,,,Android,86,899
头号卖家旗舰店,vivo,10047400000000,vivoiQOO U5x,,,,Android,86,899
京域手机旗舰店,vivo,10047700000000,vivoiQOO Neo6,骁龙8 Gen 1,6400万像素,1600万像素,Android,100+,3299
iQOO兰珊专卖店,vivo,10023300000000,vivoiQOO U5x,,,,Android,2000+,1099
朵唯手机京东自营旗舰店,朵唯（DOOV）,100024000000,朵唯D30 Pro,其他,1600万像素,800万像素,Android,5000+,699
微炫数码旗舰店,荣耀（HONOR）,10041800000000,荣耀X30 5G手机 骁龙6nm疾速5G芯 66W超级快充 120Hz全视屏 魅海蓝 8GB+256GB,其他,其他,其他,Android,1000+,1779
OPPO优品专卖店,OPPO,10040500000000,OPPOReno7 pro,,,,Android,2000+,2969
京铠玄手机旗舰店,荣耀（HONOR）,10041100000000,荣耀（HONOR）荣耀60,骁龙778G,,,Android,2000+,2699
纽曼京东自营官方旗舰店,纽曼（Newman）,100036000000,纽曼A9-4G,,,,功能机,1000+,228
秦王湖手机旗舰店,华为（HUAWEI）,10030400000000,荣耀畅玩20 5000mAh超大电池续航 6.5英寸大屏 钛空银 6GB+128GB 送碎屏宝+2年保修,其他,其他,其他,Android,5000+,1099
小米手机官方旗舰店,小米（MI）,10042900000000,小米（MI）2112123AC,,,,Android,1000+,2999
京东电竞手机官方旗舰店,小米（MI）,10033100000000,【现货速发】小米Redmi 红米Note10Pro天玑1100 全网通5G电竞游戏智能手机 幻青 【8GB+128GB】,天玑1100,6400万像素,1600万像素,Android,2000+,1489
关爱心（GAIX）京东自营旗舰店,关爱心（GAIX）,100026000000,关爱心G3,,,无前置摄像头,功能机,1万+,149
奥马科技手机专营店,酷派（Coolpad）,10033900000000,酷派（Coolpad）COOL 20,,,,Android,500+,699
茄子手机旗舰店,小米（MI）,10031500000000,小米（MI）红米NOTE10,,,,,1万+,1059
