店铺名称,手机品牌,商品编号,商品名称,CPU型号,后摄主摄像素,前摄主摄像素,系统,商品评价量,手机价格
鹏瑶旗舰店,小米,10035300000000,小米（MI）小米MIX 4,骁龙888 Pro,其他,2000万像素,Android,1000+,3999.0
冰之凯盛手机旗舰店,华为,10045700000000,50SE  1亿像素超清影像全网通,其他,其他,其他,Android,500+,2099.0
三星京东自营官方旗舰店,三星,100016000000,三星Galaxy Z Flip3 ,骁龙888,1200万像素,1000万像素,Android,5000+,7999.0
千瑞达手机旗舰店,华为,10032500000000,华为（HUAWEI）mate40e ,其他,其他,其他,HarmonyOS 2,2000+,4999.0
京铠玄手机旗舰店,华为,10034400000000,华为（HUAWEI）HUAWEI P50 Pro,骁龙888 4G,5000万像素,1300万像素,HarmonyOS 2,500+,5988.0
疆界互联旗舰店,华为,10024700000000,华为（HUAWEI）华为nova8（,麒麟985,6400万像素,3200万像素,Android,1万+,3999.0
兰珊手机旗舰店,vivo,10042200000000,vivoY55S,其他,其他,其他,Android,100+,1499.0
兰珊手机旗舰店,vivo,10034300000000,vivoiQOO 8,骁龙888,4800万像素,1600万像素,Android,2000+,3299.0
京合旗舰店,荣耀,10031700000000,荣耀（HONOR）50,骁龙778G,1亿像素,3200万像素,Android,1万+,2599.0
头号卖家旗舰店,iQOO,10042000000000,iQOOiQOO Neo5S,其他,其他,其他,Android,200+,2799.0
天翼电信京东自营旗舰店,小米,100037000000,小米Redmi K40S,骁龙870,4800万像素,2000万像素,Android,2000+,2398.0
OPPO手机乐良专卖店,OPPO,10023300000000,OPPOK7x,其他,4800万像素,1600万像素,Android,5000+,1099.0
iQOO官方旗舰店,vivo,10038900000000,vivoiQOO 8,骁龙888,4800万像素,1600万像素,Android,200+,3299.0
OKSJ手机旗舰店,华为,10034600000000,华为（HUAWEI）P50 Pro,麒麟9000,5000万像素,1300万像素,HarmonyOS 2,2000+,8488.0
OKSJ手机旗舰店,华为,10023400000000,华为（HUAWEI）Mate 40 Pro,其他,5000万像素,1300万像素,Android,5000+,7699.0
微炫数码旗舰店,小米,10022100000000,小米（MI）红米9A,其他,1300万像素,500万像素,Android,1万+,799.0
疆界互联旗舰店,华为,10041300000000,华为（HUAWEI）华为智选Hi nova9 Pro,骁龙778G,5000万像素,3200万像素,Android,2000+,4099.0
广东联通京东自营旗舰店,华为,100018000000,华为nova 8 SE,麒麟710A,6400万像素,1600万像素,HarmonyOS 2,200+,1599.0
多亲官方旗舰店,多亲,55734067749,多亲（QIN）Qin 2,其他,其他,无前置摄像头,Android,5000+,599.0
秦王湖手机旗舰店,华为,10041100000000,荣耀X30i ,天玑810,其他,其他,Android,1000+,1899.0
OPPO官方直营旗舰店,OPPO,10026800000000,OPPO0,骁龙888,5000万像素,3200万像素,Android,5000+,5499.0
索爱手机旗舰店,索爱,10038800000000,索爱（soaiy）S08A,其他,1600万像素,800万像素,Android,500+,899.0
iQOO耀诚鑫专卖店,vivo,10036700000000,vivo iQOO Z5,骁龙778G,6400万像素,1600万像素,其他,1000+,1999.0
酷派京东自营旗舰店,酷派,100016000000,酷派COOL 20 Pro,天玑900,5000万像素,其他,Android,500+,1799.0
京东移动生态自营专区,vivo,100020000000,vivoiQOO Neo5,骁龙870,4800万像素,1600万像素,Android,100+,2999.0
头号卖家旗舰店,vivo,10042500000000,vivoY55s,天玑700,5000万像素,800万像素,Android,2000+,1299.0
飞利浦手机通讯旗舰店,飞利浦,10044300000000,飞利浦飞利浦 E209,其他,其他,其他,功能机,1000+,149.0
微炫数码旗舰店,荣耀,10030000000000,荣耀畅玩20 ,其他,其他,其他,Android,2000+,939.0
威讯天诚手机专营店,金立,10026600000000,金立V3升级版翻盖老人,其他,其他,无前置摄像头,功能机,5000+,169.0
东呵东手机专营店,荣耀,10044500000000,荣耀（HONOR）x30max,其他,其他,800万像素,Android,200+,2799.0
千瑞达手机旗舰店,华为,10026600000000,华为（HUAWEI）nova 8 Pro,麒麟985,6400万像素,3200万像素,其他,1万+,4199.0
红魔官方旗舰店,努比亚,10036100000000,努比亚（nubia）红魔6Spro,骁龙888 Plus,6400万像素,800万像素,Android,1000+,3879.0
华信通手机专营店,荣耀,10043000000000,荣耀Magic V MagicV ,其他,5000万像素,其他,Android,500+,11399.0
京铠玄手机旗舰店,华为,10023400000000,华为（HUAWEI）Mate 40 Pro,其他,5000万像素,1300万像素,Android,5000+,7399.0
头号卖家旗舰店,荣耀,10032600000000,荣耀（HONOR）荣耀50se,天玑900,1亿像素,1600万像素,Android,2000+,1548.0
vivo官方旗舰店,vivo,10025200000000,vivoY52s,其他,4800万像素,800万像素,Android,5000+,1598.0
索爱（soaiy）手机京东自营旗舰店,索爱,100017000000,索爱SA-Z9C,其他,无后置摄像头,其他,功能机,2000+,279.0
天翼电信京东自营旗舰店,三星,100015000000,三星W22 ,骁龙888,其他,其他,Android,75,16999.0
上海电信京东自营旗舰店,华为,100015000000,华为Mate 40 Pro,麒麟9000,5000万像素,1300万像素,EMUI 11.0（基于Android 10）（可HOTA升级至HarmonyOS，具体升级时间以官方公布的HOTA升级计划为准）,100+,6099.0
久汇通手机旗舰店,华为,68376900418,华为（HUAWEI）nova 7 ,麒麟985,6400万像素,3200万像素,其他,1万+,2999.0
博恒聚优手机专营店,OPPO,10042000000000,OPPO A96 ,其他,其他,其他,Android,100+,1699.0
千瑞达手机旗舰店,华为,69283442127,华为（HUAWEI）nova 7 ,其他,6400万像素,3200万像素,Android,2000+,2699.0
蜜茶手机旗舰店,Apple,10046100000000,AppleiPhone 13 mini,其他,1200万像素,1200万像素,iOS,500+,4999.0
新迪恒数码专营店,飞利浦,1086096929,飞利浦（PHILIPS）Xenium E506,其他,无后置摄像头,无前置摄像头,功能机,1万+,195.0
兰珊手机旗舰店,vivo,10042800000000,vivoY32,其他,1300万像素,800万像素,Android,500+,1199.0
OPPO优品专卖店,OPPO,10029100000000,OPPOk7x,其他,4800万像素,1600万像素,Android,5000+,1349.0
vivo官方旗舰店,vivo,10040500000000,vivoY76s,天玑810,5000万像素,800万像素,Android,500+,1799.0
一佳手机专营店,荣耀,10033100000000,荣耀（HONOR）荣耀50,骁龙778G,10800万像素,3200万像素,Android,5000+,2379.0
关爱心（GAIX）京东自营旗舰店,关爱心,100032000000,关爱心N99 ,其他,其他,其他,功能机,500+,269.0
兰珊手机旗舰店,vivo,10042600000000,vivoiQOO9,骁龙8 Gen 1,其他,其他,Android,1000+,3999.0
京域手机旗舰店,vivo,57841629342,vivoY32,其他,1300万像素,800万像素,Android,1万+,1099.0
索爱（soaiy）手机京东自营旗舰店,索爱,100022000000,索爱Z58,其他,无后置摄像头,无前置摄像头,功能机,5000+,249.0
头号卖家旗舰店,OPPO,10024700000000,,其他,其他,其他,Android,5000+,899.0
京东之家官方旗舰店,小米,10046800000000,小米（MI）红米K50,天玑8100,其他,其他,Android,500+,2799.01
AGM手机旗舰店,AGM,67374049217,AGM AGM H2,其他,1300万像素,800万像素,Android,500+,1099.0
诺必信手机数码专营店,朵唯,10050100000000,朵唯（DOOV）D9 Pro,其他,1600万像素,800万像素,Android,1000+,589.0
京合旗舰店,华为,10037700000000,华为（HUAWEI）nova 9,骁龙778G 4G,5000万像素,3200万像素,HarmonyOS 2,2000+,2669.0
关爱心（GAIX）京东自营旗舰店,关爱心,100018000000,关爱心N99 ,其他,其他,其他,功能机,500+,269.0
广州电信京东自营旗舰店,麦芒,100020000000,麦芒麦芒 10,其他,4000万像素,1600万像素,Android,81,1599.0
头号卖家旗舰店,vivo,10038400000000,vivoT1X,其他,其他,其他,Android,2000+,1399.0
OPPO官方直营旗舰店,OPPO,10025600000000,OPPOA53,其他,1600万像素,800万像素,Android,5000+,1399.0
微焱数码旗舰店,荣耀,10026400000000,荣耀（HONOR）荣耀V40,其他,5000万像素,1600万像素,Android,5000+,2999.0
诺基亚手机官方旗舰店,诺基亚,10037200000000,诺基亚（NOKIA）诺基亚 G50 ,其他,4800万像素,800万像素,Android,500+,1999.0
京东移动生态自营专区,小米,100037000000,小米Note11 E,其他,其他,其他,Android,22,1299.0
vivo官方旗舰店,vivo,10032900000000,vivoY30标准版,其他,其他,其他,Android,5000+,1099.0
京东之家官方旗舰店,荣耀,10046200000000,荣耀（HONOR）荣耀play6t,天玑810,4800万像素,800万像素,Android,200+,1599.01
天翼电信京东自营旗舰店,三星,100035000000,三星Galaxy S22,其他,5000万像素,1000万像素,Android,100+,5359.0
蜜茶手机旗舰店,Apple,10038700000000,AppleiPhone 13 Pro,其他,1200万像素,1200万像素,iOS,500+,7888.0
广东联通京东自营旗舰店,vivo,100016000000,vivoiQOO Z5x,天玑900,5000万像素,800万像素,Android,100+,1389.0
千瑞达手机旗舰店,Apple,10026000000000,AppleiPhone 12,其他,1200万像素,1200万像素,iOS,5000+,4999.0
微焱数码旗舰店,荣耀,10033200000000,荣耀（HONOR）荣耀X20se,天玑700,6400万像素,1600万像素,Android,2000+,1349.0
多亲官方旗舰店,多亲,10039000000000,多亲（QIN）Qin 2 Pro,其他,1300万像素,无前置摄像头,Android,500+,799.0
京东之家官方旗舰店,OPPO,10037200000000,OPPOOPPO K9 Pro,天玑1200,6400万像素,1600万像素,Android,1000+,1699.0
头号卖家旗舰店,vivo,10025400000000,vivoX70,其他,4000万像素,3200万像素,Android,5000+,3299.0
OKSJ手机旗舰店,华为,68373600125,华为（HUAWEI）nova 7 Pro ,其他,6400万像素,3200万像素,Android,5000+,3499.0
疆界互联旗舰店,华为,10040600000000,华为（HUAWEI）Mate X2典藏版,其他,其他,其他,HarmonyOS 2,500+,29999.0
头号卖家旗舰店,华为,10023400000000,华为（HUAWEI）Mate 40 Pro ,麒麟9000,5000万像素,1300万像素,Android,5000+,7698.0
京域手机旗舰店,vivo,10042200000000,vivoS12,天玑1100,10800万像素,4400万像素,Android,1000+,2568.0
疆界互联旗舰店,荣耀,10034200000000,荣耀（HONOR）荣耀x20,天玑900,6400万像素,其他,Android,2000+,1319.0
中国移动官方旗舰店,小米,100019000000,小米Note11 E Pro,其他,其他,其他,Android,500+,1899.0
重庆电信京东自营旗舰店,Apple,100027000000,AppleiPhone 13,其他,1200万像素,1200万像素,iOS,500+,6199.0
OKSJ手机旗舰店,华为,10028300000000,华为（HUAWEI）Mate 40 RS 保时捷设计,其他,5000万像素,1300万像素,Android,500+,12199.0
realme真我官方旗舰店,真我,10048900000000,真我（realme）Q5Pro,其他,其他,其他,Android,92,1899.0
金立手机京东自营旗舰店,金立,100016000000,金立M50Pro,其他,其他,其他,Android,500+,1077.0
炜东电商旗舰店,小米,10044300000000,小米（MI）小米 Redmi K50,天玑8100,4800万像素,2000万像素,Android,500+,2799.0
天翼电信京东自营旗舰店,vivo,100015000000,vivoT1,骁龙778G,6400万像素,1600万像素,其他,200+,2169.0
iQOO耀诚鑫专卖店,vivo,10046200000000,vivo iQOO U5x,其他,其他,其他,Android,20,899.0
烁影手机旗舰店,vivo,10034800000000,vivoiQOO 8,骁龙888,4800万像素,1600万像素,Android,1000+,2999.0
微炫数码旗舰店,小米,10024800000000,小米Redmi红米Note9 ,骁龙662,4800万像素,800万像素,Android,5000+,999.0
炜东电商旗舰店,华为,10042200000000,华为（HUAWEI）P50系列,其他,其他,其他,HarmonyOS 2,1000+,8778.0
酷族数码旗舰店,小米,10041400000000,小米（MI）Redmi Note 11 Pro ,天玑920,其他,其他,Android,2000+,1699.0
千瑞达手机旗舰店,华为,10027900000000,华为（HUAWEI）Mate 40E,其他,6400万像素,1300万像素,其他,5000+,6599.0
京合旗舰店,华为,10042300000000,华为（HUAWEI）nova 8 SE ,其他,其他,其他,HarmonyOS 2,5000+,1798.0
疆界互联旗舰店,黑鲨,10027900000000,黑鲨4,骁龙870,6400万像素,1600万像素,Android,1万+,4599.0
炜东电商旗舰店,华为,10043600000000,华为（HUAWEI）华为Mate40 RS 保时捷限量版,其他,其他,其他,Android,1000+,15999.0
京东之家官方旗舰店,摩托罗拉,10046700000000,摩托罗拉（Motorola）摩托罗拉 edge S30 ,骁龙888 Plus,1亿像素,1600万像素,Android,1000+,2499.0
olj欧霖爵手机旗舰店,华为,10037500000000,华为智选 NZone S7 Pro ,其他,其他,其他,其他,94,1749.0
小米京东自营旗舰店,小米,100020000000,小米Redmi Note 11E,天玑700,5000万像素,其他,Android,8,1299.0
OPPO手机乐良专卖店,OPPO,10044200000000,OPPOFind X5系列,骁龙8 Gen 1,5000万像素,3200万像素,Android,78,6299.0
山东电信京东自营旗舰店,vivo,100021000000,vivoiQOO U5x,骁龙680,1300万像素,800万像素,Android,43,1059.0
天翼电信京东自营旗舰店,vivo,100026000000,vivoS10,其他,其他,其他,Android,200+,1989.0
Apple丰年时代专卖店,Apple,10037200000000,AppleiPhone 13 Pro,其他,1200万像素,1200万像素,iOS,1000+,7999.0
微炫数码旗舰店,荣耀,10035400000000,荣耀Magic3至臻版,其他,其他,其他,Android,500+,6399.0
耐谷手机旗舰店,小米,10028300000000,小米（MI）红米K40,骁龙888,1亿像素,2000万像素,Android,5000+,3178.0
京联通达旗舰店,华为,10049900000000,华为P50 P50pro可选 ,其他,其他,其他,HarmonyOS 2,2000+,5988.0
小米手机官方旗舰店,小米,10049200000000,小米（MI）2109119BC,其他,其他,其他,Android,200+,2299.0
京东之家官方旗舰店,小米,10030000000000,小米（MI）小米11 Ultra,骁龙888,5000万像素,2000万像素,Android,500+,4499.0
疆界互联旗舰店,黑鲨,10036900000000,黑鲨黑鲨4S,骁龙870,6400万像素,2000万像素,Android,2000+,5899.0
炜东电商旗舰店,荣耀,10044500000000,荣耀（HONOR）荣耀Magic4 至臻版,其他,其他,其他,Android,22,8999.01
秦王湖手机旗舰店,荣耀,10034300000000,荣耀50pro ,骁龙778G,其他,3200万像素,Android,500+,2989.0
山东电信京东自营旗舰店,荣耀,100031000000,荣耀荣耀60,骁龙778G,10800万像素,3200万像素,Android,76,2989.0
上海电信京东自营旗舰店,华为,100019000000,华为P50,骁龙888 4G,5000万像素,1300万像素,HarmonyOS 2,89,5288.0
朵唯手机京东自营旗舰店,朵唯,100015000000,朵唯X60promax,其他,其他,其他,Android,500+,799.0
OPPO手机乐良专卖店,OPPO,10038900000000,OPPOA11s,其他,1300万像素,800万像素,Android,2000+,999.0
京东之家官方旗舰店,真我,10042200000000,真我（realme）GT2 pro,骁龙8 Gen 1,其他,其他,Android,500+,4099.0
云南联通京东自营旗舰店,Apple,100021000000,AppleiPhone 12 Pro,其他,1200万像素,其他,iOS,100+,7999.0
华信通手机专营店,华为,10047700000000,华为智选 优畅享50plus ,其他,6400万像素,其他,Android,200+,2349.0
疆界互联旗舰店,荣耀,10045300000000,荣耀（HONOR）荣耀Magic4 Pro,骁龙8 Gen 1,其他,其他,Android,200+,5899.0
博恒聚优手机专营店,荣耀,10042600000000,荣耀Magic V折叠屏旗舰,其他,其他,其他,Android,42,11799.0
疆界互联旗舰店,华为,10036100000000,华为（HUAWEI）华为nova9pro,其他,其他,其他,HarmonyOS 2,2000+,4999.0
炜东电商旗舰店,小米,10046100000000,小米（MI）红米k40s,骁龙870,4800万像素,其他,Android,500+,2399.0
时器数码旗舰店,华为,68291029613,华为（HUAWEI）华为 畅享 10e,其他,1300万像素,800万像素,Android,2000+,798.0
OKSJ手机旗舰店,Apple,10037100000000,AppleiPhone 13 Pro,其他,1200万像素,1200万像素,iOS,1000+,7988.0
淘金手机旗舰店,摩托罗拉,10041900000000,摩托罗拉（Motorola）摩托罗拉edge s系列,其他,其他,其他,其他,500+,2799.0
江苏移动京东自营店,荣耀,100034000000,荣耀Magic3 Pro,骁龙888 Plus,5000万像素,1300万像素,Android,24,4599.0
长沙联通官方自营旗舰店,vivo,100033000000,vivoY50t,其他,4800万像素,800万像素,Android,100+,1399.0
掌视界数码旗舰店,华为,10033900000000,华为（HUAWEI）p50Pro,其他,5000万像素,1300万像素,HarmonyOS 2,2000+,5958.0
江苏移动京东自营店,荣耀,100033000000,荣耀荣耀 Magic3 至臻版,骁龙888 Plus,5000万像素,1300万像素,Android,9,6599.0
OPPO手机乐良专卖店,OPPO,10034000000000,,天玑700,4800万像素,800万像素,Android,2000+,1799.0
兰珊手机旗舰店,vivo,10038500000000,vivo iQOO Z5x ,天玑900,5000万像素,800万像素,Android,200+,1499.0
微焱数码旗舰店,荣耀,10044500000000,荣耀（HONOR）荣耀Magic4Pro,其他,其他,其他,Android,95,5499.0
OPPO手机乐良专卖店,OPPO,10040900000000,OPPOReno7SE,天玑900,4800万像素,1600万像素,Android,1000+,2299.0
京东之家官方旗舰店,Apple,10039500000000,AppleiPhone 12,其他,1200万像素,1200万像素,iOS,2000+,4629.0
OPPO优品专卖店,OPPO,10024700000000,OPPOA32,其他,1300万像素,800万像素,Android,2000+,899.0
一加官方旗舰店,一加,10038200000000,一加9RT,其他,5000万像素,1600万像素,其他,2000+,3499.0
广东联通京东自营旗舰店,vivo,100034000000,vivoY32,其他,1300万像素,800万像素,Android,62,889.0
iQOO兰珊专卖店,vivo,71512028268,vivoiQOO Z5x,天玑900,5000万像素,800万像素,Android,2000+,1599.0
一加官方旗舰店,一加,10042800000000,一加一加 10 Pro,其他,其他,其他,其他,1000+,5199.0
广东联通京东自营旗舰店,vivo,100021000000,vivoiQOO U5x,骁龙680,1300万像素,800万像素,Android,55,859.0
天翼电信京东自营旗舰店,三星,100021000000,三星Galaxy A53 ,其他,6400万像素,3200万像素,Android,9,3699.0
炜东电商旗舰店,荣耀,10038900000000,荣耀（HONOR）荣耀x30i,其他,其他,其他,其他,2000+,1419.0
茄子手机旗舰店,黑鲨,10047900000000,黑鲨黑鲨5Pro,其他,其他,其他,其他,85,4689.0
广州电信京东自营旗舰店,麦芒,100038000000,麦芒麦芒9,其他,6400万像素,1600万像素,其他,5,1198.0
疆界互联旗舰店,华为,10022900000000,华为（HUAWEI）华为mate40 ,其他,5000万像素,1300万像素,Android,5000+,7699.0
中国移动手机官方旗舰店,OPPO,10042600000000,OPPOK9X,其他,其他,其他,Android,1000+,1189.0
微炫数码旗舰店,荣耀,10031200000000,荣耀（HONOR）荣耀X30 Max,其他,其他,其他,Android,5000+,2399.0
酷族数码旗舰店,Apple,10023800000000,AppleiPhone 11,其他,1200万像素,1200万像素,iOS,5000+,4029.0
江苏移动京东自营店,华为,100033000000,华为P50系列,骁龙888,5000万像素,1300万像素,HarmonyOS 2,14,8988.0
OPPO优品专卖店,OPPO,10037700000000,OPPOK9,骁龙768G,6400万像素,3200万像素,Android,5000+,1799.0
京东之家官方旗舰店,小米,10030800000000,小米（MI）Redmi K40 ,其他,其他,其他,Android,2万+,2399.01
OKSJ手机旗舰店,华为,10041100000000,华为（HUAWEI）nova8 SE ,麒麟710A,6400万像素,1600万像素,HarmonyOS 2,2000+,1799.0
头号卖家旗舰店,荣耀,10034900000000,荣耀（HONOR）荣耀play5Tpro,其他,200万像素,其他,Android,200+,1029.0
江苏移动京东自营店,华为,100021000000,华为P50 E,骁龙778G 4G,5000万像素,1300万像素,HarmonyOS 2,9,4088.0
中国移动官方旗舰店,Apple,100020000000,AppleiPhone SE（第三代）,其他,其他,其他,iOS,37,3899.0
华信通手机专营店,华为,10029300000000,华为（HUAWEI）Mate 40 RS 保时捷设计,麒麟9000,5000万像素,2000万像素,HarmonyOS 2,100+,12299.0
iQOO耀诚鑫专卖店,iQOO,10034800000000,vivo iQOO8Pro,骁龙888 Plus,其他,1600万像素,Android,80,2999.0
OPPO手机乐良专卖店,OPPO,10043000000000,OPPOA96,其他,4800万像素,1600万像素,Android,1000+,1999.0
京东之家官方旗舰店,荣耀,10046200000000,荣耀（HONOR）荣耀play6t,天玑810,4800万像素,800万像素,Android,500+,1399.01
掌视界数码旗舰店,华为,10024300000000,华为（HUAWEI）HUAWEI Mate 40 RS 保时捷设计,其他,5000万像素,1300万像素,Android,1000+,15999.0
江苏移动京东自营店,华为,100034000000,华为P50,骁龙888 4G,5000万像素,1300万像素,HarmonyOS 2,73,5288.0
四川电信京东自营旗舰店,华为,100021000000,华为nova 9 SE,骁龙680,10800万像素,1600万像素,HarmonyOS 2.0.1,17,2099.0
上海移动京东官方自营旗舰店,OPPO,100025000000,OPPOA93s,其他,其他,其他,Android,200+,1699.0
重庆电信京东自营旗舰店,Apple,100010000000,AppleiPhone 11,其他,1200万像素,其他,iOS,70,4399.0
vivo官方旗舰店,vivo,10047700000000,vivoX Note,骁龙8 Gen 1,5000万像素,1600万像素,Android,100+,6499.0
形派手机旗舰店,酷维,10036000000000,酷维（KUWEI）智能,其他,1600万像素,800万像素,Android,2000+,599.0
思拓帆手机专营店,纽曼,10021500000000,纽曼（Newman）C5,其他,其他,其他,功能机,2000+,99.0
淘金手机旗舰店,小米,10028400000000,小米（MI）小米MIX FOLD,骁龙888,其他,其他,Android,200+,7299.0
江苏移动京东自营店,华为,100034000000,华为P50系列,骁龙888 4G,5000万像素,1300万像素,EMUI 11.0（基于Android 10）（可HOTA升级至HarmonyOS，具体升级时间以官方公布的HOTA升级计划为准）,55,5988.0
欧霖爵官方旗舰店,华为,10045100000000,华为智选 优畅享20 ,其他,其他,其他,Android,200+,1399.0
疆界互联旗舰店,小米,10042200000000,小米（MI）小米12,骁龙8 Gen 1,其他,其他,Android,1000+,3669.0
天翼电信京东自营旗舰店,小米,100015000000,小米小米Civi,其他,其他,其他,其他,32,2699.0
千瑞达手机旗舰店,华为,10041200000000,华为（HUAWEI）nova 8 SE,其他,其他,其他,HarmonyOS 2,1000+,1649.0
京铠玄手机旗舰店,华为,10038500000000,华为（HUAWEI）麦芒10 SE,其他,其他,其他,Android,500+,1599.0
广东联通京东自营旗舰店,vivo,100032000000,vivoY55s,天玑700,5000万像素,800万像素,Android,58,1669.0
兰珊手机旗舰店,vivo,10047100000000,vivoX80,其他,5000万像素,3200万像素,Android,84,4399.0
广东联通京东自营旗舰店,vivo,100038000000,vivoiQOO Neo6,骁龙8 Gen 1,6400万像素,1600万像素,Android,6,3299.0
疆界互联旗舰店,华为,10048600000000,华为（HUAWEI）华为智选Hi nova9se,其他,其他,其他,Android,100+,3299.0
疆界互联旗舰店,黑鲨,10037800000000,黑鲨黑鲨4S Pro,骁龙888 Plus,6400万像素,2000万像素,Android,2000+,4689.0
飞利达手机通讯专营店,真我,10047200000000,真我（realme）真我X7pro,其他,其他,其他,Android,100+,2039.0
OKSJ手机旗舰店,荣耀,10041500000000,荣耀（HONOR）荣耀60pro,其他,其他,其他,其他,2000+,3499.0
博恒聚优手机专营店,小米,10034500000000,,其他,其他,其他,其他,2000+,2199.0
漫博游旗舰店,华为,10037400000000,X20 ,其他,其他,其他,Android,500+,1399.0
AGM手机旗舰店,AGM,10041600000000,AGM Glory G1,骁龙480,4800万像素,1600万像素,Android,19,3588.0
飞利达手机通讯专营店,荣耀,10044400000000,荣耀（HONOR）荣耀60SE,其他,其他,其他,Android,100+,2499.0
酷族数码旗舰店,真我,10040500000000,真我（realme）realme真我GT Neo2T,其他,6400万像素,1600万像素,Android,200+,1979.0
中国移动手机官方旗舰店,OPPO,10032500000000,OPPOA93,其他,4800万像素,800万像素,Android,200+,1299.0
诺基亚手机官方旗舰店,诺基亚,10035900000000,诺基亚（NOKIA）诺基亚 215 ,其他,其他,其他,功能机,1000+,269.0
鹏瑶旗舰店,小米,10027500000000,小米（MI）小米10S,骁龙870,1亿像素,2000万像素,其他,2000+,2775.0
炜东电商旗舰店,荣耀,10042600000000,荣耀（HONOR）荣耀MagicV,其他,其他,其他,Android,200+,11159.0
联想众信授权专卖店,联想,10045500000000,联想（Lenovo）Y90,其他,6400万像素,1600万像素,Android,99,3988.0
vivo官方旗舰店,vivo,10044500000000,vivoX70t,三星Exynos 1080,4000万像素,3200万像素,Android,100+,3299.0
京合旗舰店,Apple,10038200000000,AppleiPhone 13,其他,1200万像素,1200万像素,iOS,2000+,5849.0
博恒聚优手机专营店,小米,10039000000000,,其他,其他,其他,Android,1000+,1599.0
欧霖爵官方旗舰店,华为,10046700000000,华为（HUAWEI）nova 9se,其他,其他,其他,HarmonyOS 2.0.1,200+,3099.0
佳沪电商旗舰店,小米,10046800000000,小米（MI）红米k50,天玑8100,4800万像素,2000万像素,Android,200+,2798.0
鹏瑶旗舰店,小米,10028100000000,小米（MI）小米11 Ultra,骁龙888,5000万像素,其他,Android,1000+,3989.0
OPPO小欧专卖店,OPPO,10042500000000,OPPOK9x,天玑810,6400万像素,1600万像素,Android,500+,1319.0
头号卖家旗舰店,vivo,10038400000000,vivoT1,骁龙778G,6400万像素,1600万像素,Android,500+,1699.0
iQOO官方旗舰店,vivo,10035400000000,vivoiQOO 8 Pro,骁龙888 Plus,5000万像素,1600万像素,Android,1000+,4499.0
OPPO品速专卖店,OPPO,10040900000000,OPPOReno7 P,天玑1200,其他,其他,Android,500+,3399.0
秦王湖手机旗舰店,华为,10042100000000,荣耀50 SE 1亿像素清影像 新款,天玑900,1亿像素,1600万像素,Android,500+,2399.0
弗瑞尔手机通讯专营店,纽曼,10038800000000,纽曼（Newman）R15C,其他,其他,其他,功能机,500+,78.0
江苏移动京东自营店,华为,100034000000,华为nova 8 SE,麒麟710A,6400万像素,1600万像素,HarmonyOS 2,44,2099.0
微炫数码旗舰店,荣耀,10041500000000,荣耀60 ,其他,10800万像素,3200万像素,其他,100+,2999.0
Apple嘉世优品专卖店,Apple,10037100000000,AppleiPhone 13 Pro,其他,1200万像素,1200万像素,iOS,1000+,7989.0
京东之家官方旗舰店,Apple,10030200000000,AppleiPhone 12 Pro,其他,1200万像素,1200万像素,iOS,1000+,7999.0
OPPO手机乐良专卖店,OPPO,10031100000000,OPPOReno6 系列,其他,6400万像素,3200万像素,Android,2000+,2399.0
头号卖家旗舰店,小米,10042900000000,小米（MI）小米 12 Pro,其他,其他,其他,Android,1000+,4969.0
重庆电信京东自营旗舰店,三星,100019000000,三星Galaxy Z Flip ,骁龙865 plus,1200万像素,1000万像素,Android,17,6599.0
烁影手机旗舰店,iQOO,10042700000000,iQOOiQOO 9,其他,其他,其他,Android,100+,3999.0
京联通达旗舰店,诺基亚,71686926681,,其他,其他,其他,功能机,2000+,299.0
AGM手机旗舰店,AGM,53124667962,AGMM5,其他,200万像素,其他,Android,2000+,549.0
iQOO兰珊专卖店,vivo,10034800000000,vivoiQOO 8 ,骁龙888,4800万像素,1600万像素,Android,500+,2999.0
广东联通京东自营旗舰店,荣耀,100029000000,荣耀荣耀X30i,其他,其他,其他,其他,100+,1749.0
成都联通京东自营旗舰店,小米,100017000000,小米Redmi Note 9 ,骁龙662,4800万像素,800万像素,Android,35,1199.0
佳沪电商旗舰店,小米,10035300000000,小米（MI）小米mix4,骁龙888,1亿像素,2000万像素,Android,2000+,4289.0
纽曼手机旗舰店,纽曼,10044600000000,纽曼（Newman）纽曼 F911,其他,其他,其他,功能机,500+,198.0
形派手机旗舰店,百事乐,10043800000000,,其他,其他,其他,Android,200+,669.0
东呵东手机专营店,OPPO,10040900000000,OPPOOPPO Reno7 Pro ,其他,5000万像素,3200万像素,Android,200+,3699.0
小米手机官方旗舰店,小米,10033000000000,Redmi 红米Note9 ,天玑800U,4800万像素,1300万像素,Android,2000+,1299.0
烁影手机旗舰店,vivo,10049600000000,vivoX80,其他,5000万像素,3200万像素,Android,50,4399.0
索爱手机旗舰店,索爱,67659765592,索爱（soaiy） S20A,其他,800万像素,500万像素,Android,1000+,499.0
索爱手机旗舰店,索爱,11075527091,索爱（soaiy）Z6,其他,其他,无前置摄像头,功能机,2000+,259.0
微炫数码旗舰店,荣耀,67953198720,荣耀 Magic3 ,骁龙888,5000万像素,1300万像素,Android,1000+,3799.0
成都联通京东自营旗舰店,小米,100016000000,小米小米11,其他,其他,其他,Android,70,3499.0
中国移动官方旗舰店,OPPO,100026000000,OPPOA93s,其他,其他,其他,Android,200+,1599.0
